Fri May 13 01:25:00 2022    rainbow.prof

         261175591 function calls (251697514 primitive calls) in 1047.331 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
       67    0.000    0.000    0.002    0.000 tokenize.py:259(untokenize)
        1    0.000    0.000    0.000    0.000 process.py:1(<module>)
       62    0.000    0.000    0.001    0.000 core.py:1304(__add__)
        1    0.000    0.000    0.000    0.000 __init__.py:895(<dictcomp>)
      240    0.000    0.000    0.000    0.000 zipfile.py:663(_check_compression)
       12    0.000    0.000    0.000    0.000 datetime.py:461(__new__)
      145    0.000    0.000    0.000    0.000 inspect.py:850(getmodule)
        2    0.000    0.000    0.000    0.000 win32.py:92(_winapi_test)
        1    0.000    0.000    0.000    0.000 _generator.py:28(RandomState)
      573    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:874(create_module)
       38    0.000    0.000    0.000    0.000 typing.py:264(_remove_dups_flatten)
       69    0.000    0.000    0.000    0.000 pathlib.py:606(_format_parsed_parts)
      225    0.000    0.000    0.000    0.000 contextlib.py:426(__exit__)
       48    0.000    0.000    0.000    0.000 transforms.py:2044(translate)
      135    0.000    0.000    0.000    0.000 lines.py:61(_scale_dashes)
        6    0.000    0.000    0.000    0.000 colors.py:1479(make_norm_from_scale)
      212    0.000    0.000    0.000    0.000 {method 'count' of 'str' objects}
       24    0.000    0.000    0.016    0.001 _add_newdocs_scalars.py:55(add_newdoc_for_scalar_type)
       88    0.000    0.000    0.000    0.000 text.py:957(set_horizontalalignment)
       16    0.000    0.000    0.000    0.000 ticker.py:2001(_staircase)
       58    0.000    0.000    0.000    0.000 lines.py:1335(set_dash_capstyle)
    83/45    0.000    0.000    0.000    0.000 _base.py:839(get_xaxis_transform)
      133    0.000    0.000    0.000    0.000 rcsetup.py:66(__call__)
     10/2    0.000    0.000    0.007    0.004 offsetbox.py:354(draw)
      506    0.000    0.000    0.000    0.000 {method 'get' of 'mappingproxy' objects}
        1    0.000    0.000    0.000    0.000 artist.py:95(Artist)
       13    0.000    0.000    0.054    0.004 docstring.py:55(__missing__)
       56    0.000    0.000    0.000    0.000 transforms.py:1846(frozen)
       16    0.000    0.000    0.002    0.000 transforms.py:1426(__sub__)
       39    0.000    0.000    0.000    0.000 deprecation.py:352(<genexpr>)
       37    0.000    0.000    0.000    0.000 core.py:2915(parseImpl)
       21    0.000    0.000    0.001    0.000 core.py:567(set_parse_action)
      136    0.000    0.000    0.000    0.000 zipfile.py:1926(_fpclose)
        1    0.000    0.000    0.003    0.003 TiffImagePlugin.py:1(<module>)
      270    0.000    0.000    0.000    0.000 __init__.py:152(<genexpr>)
        1    0.000    0.000    0.068    0.068 helpers.py:1(<module>)
       84    0.000    0.000    0.000    0.000 {method 'clear' of 'matplotlib.ft2font.FT2Font' objects}
       76    0.000    0.000    0.000    0.000 io.py:60(__getattr__)
      130    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1163(__init__)
        1    0.000    0.000    0.002    0.002 numerictypes.py:1(<module>)
       10    0.000    0.000    0.000    0.000 version.py:261(__init__)
        1    0.000    0.000    0.000    0.000 _mathtext.py:2252(State)
       16    0.000    0.000    0.009    0.001 scale.py:104(set_default_locators_and_formatters)
       58    0.000    0.000    0.000    0.000 lines.py:1069(set_linewidth)
       10    0.000    0.000    0.000    0.000 __init__.py:391(__getitem__)
      145    0.000    0.000    0.001    0.000 transforms.py:1796(transform)
      139    0.000    0.000    0.000    0.000 core.py:731(preParse)
       58    0.000    0.000    0.001    0.000 lines.py:1022(set_color)
        3    0.000    0.000    0.000    0.000 {built-in method nt.putenv}
       25    0.000    0.000    0.001    0.000 core.py:249(_trim_arity)
       31    0.000    0.000    0.000    0.000 _base.py:53(__init__)
        1    0.000    0.000    0.000    0.000 insert.py:1(<module>)
       47    0.000    0.000    0.000    0.000 text.py:241(set_rotation_mode)
    83/45    0.000    0.000    0.000    0.000 _base.py:915(get_yaxis_transform)
      110    0.000    0.000    0.001    0.000 <__array_function__ internals>:2(amax)
        1    0.000    0.000    0.000    0.000 _time.py:10(_PerfCaseResult)
        1    0.000    0.000    0.000    0.000 _pylab_helpers.py:10(Gcf)
        1    0.000    0.000    0.000    0.000 {built-in method sys.getwindowsversion}
       31    0.000    0.000    0.000    0.000 __init__.py:1426(__init__)
        3    0.000    0.000    0.009    0.003 _fft.py:1(<module>)
      208    0.000    0.000    0.000    0.000 shape_base.py:207(_arrays_for_stack_dispatcher)
      211    0.000    0.000    0.000    0.000 typing.py:137(_type_convert)
      143    0.000    0.000    0.000    0.000 text.py:1149(set_x)
       72    0.000    0.000    0.001    0.000 <__array_function__ internals>:2(reshape)
       10    0.000    0.000    0.000    0.000 contextlib.py:533(__exit__)
       24    0.000    0.000    0.001    0.000 text.py:260(update_from)
     16/8    0.000    0.000    0.000    0.000 units.py:181(get_converter)
      304    0.000    0.000    0.000    0.000 rcsetup.py:790(_convert_validator_spec)
        2    0.000    0.000    0.001    0.000 dataclasses.py:876(_process_class)
       63    0.000    0.000    0.000    0.000 deprecation.py:159(_deprecated_property)
       20    0.000    0.000    0.000    0.000 __init__.py:520(discover)
       16    0.000    0.000    0.002    0.000 rcsetup.py:618(cycler)
       35    0.000    0.000    0.000    0.000 warnings.py:458(__enter__)
       84    0.000    0.000    0.000    0.000 {method 'set_size' of 'matplotlib.ft2font.FT2Font' objects}
      106    0.000    0.000    0.001    0.000 <__array_function__ internals>:2(amin)
       36    0.000    0.000    0.004    0.000 transforms.py:2012(rotate_deg)
       27    0.000    0.000    0.001    0.000 __init__.py:512(_get_data_path)
      253    0.000    0.000    0.000    0.000 cycler.py:239(__iter__)
        1    0.000    0.000    0.000    0.000 figure.py:2154(__init__)
        7    0.000    0.000    0.001    0.000 patches.py:59(__init__)
       26    0.000    0.000    0.000    0.000 deprecation.py:365(<listcomp>)
        8    0.000    0.000    0.002    0.000 axis.py:1279(get_minorticklocs)
  277/275    0.000    0.000    0.000    0.000 results.py:159(__init__)
      149    0.000    0.000    0.000    0.000 font_manager.py:915(set_math_fontfamily)
       98    0.000    0.000    0.000    0.000 transforms.py:2421(transform_non_affine)
       14    0.000    0.000    0.000    0.000 {method 'split' of 're.Pattern' objects}
       47    0.000    0.000    0.000    0.000 {built-in method numpy.empty}
        1    0.000    0.000    0.000    0.000 colors.py:77(<dictcomp>)
      128    0.000    0.000    0.000    0.000 zipfile.py:1426(getinfo)
        3    0.000    0.000    0.002    0.001 patches.py:2163(<listcomp>)
      129    0.000    0.000    0.000    0.000 {method 'find' of 'str' objects}
      354    0.000    0.000    0.000    0.000 {built-in method builtins.delattr}
       66    0.000    0.000    0.026    0.000 __init__.py:759(asnumpy)
       31    0.000    0.000    0.000    0.000 __init__.py:2062(getLogger)
       35    0.000    0.000    0.000    0.000 transforms.py:1332(__init_subclass__)
       48    0.000    0.000    0.000    0.000 text.py:25(get_rotation)
       86    0.000    0.000    0.000    0.000 abc.py:7(abstractmethod)
       91    0.000    0.000    0.001    0.000 compiler.py:708(is_valid_kernel_name)
        1    0.000    0.000    0.000    0.000 transforms.py:235(BboxBase)
        1    0.000    0.000    0.000    0.000 synchronize.py:360(Barrier)
        1    0.000    0.000    0.000    0.000 __init__.py:3050(Entry)
       50    0.000    0.000    0.000    0.000 _internal.py:815(_ufunc_doc_signature_formatter)
       36    0.000    0.000    0.000    0.000 transforms.py:1620(transform_path_non_affine)
        1    0.000    0.000    0.000    0.000 results.py:27(ParseResults)
        4    0.000    0.000    0.056    0.014 axis.py:1150(draw)
       65    0.000    0.000    0.001    0.000 axis.py:1985(getter)
       54    0.000    0.000    0.000    0.000 fromnumeric.py:2268(any)
        8    0.000    0.000    0.014    0.002 axis.py:1085(<listcomp>)
       36    0.000    0.000    0.000    0.000 contextlib.py:252(contextmanager)
      192    0.000    0.000    0.000    0.000 artist.py:271(axes)
      149    0.000    0.000    0.000    0.000 deprecation.py:104(deprecated)
       29    0.000    0.000    0.001    0.000 deprecation.py:259(rename_parameter)
        2    0.000    0.000    0.006    0.003 shape_base.py:1(<module>)
       59    0.000    0.000    0.000    0.000 transforms.py:1122(get_points)
       37    0.000    0.000    0.000    0.000 transforms.py:2678(__init__)
      119    0.000    0.000    0.000    0.000 {method 'max' of 'numpy.ndarray' objects}
      124    0.000    0.000    0.000    0.000 backend_bases.py:935(set_foreground)
       42    0.000    0.000    0.000    0.000 results.py:531(copy)
       16    0.000    0.000    0.000    0.000 _methods.py:274(_ptp)
       86    0.000    0.000    0.002    0.000 <frozen importlib._bootstrap_external>:164(_path_isdir)
        1    0.000    0.000    0.000    0.000 rcsetup.py:1244(<dictcomp>)
        1    0.000    0.000    0.000    0.000 sumprod.py:1(<module>)
      280    0.000    0.000    0.000    0.000 __init__.py:843(__bool__)
        1    0.000    0.000    0.000    0.000 font_manager.py:950(_JSONEncoder)
       64    0.000    0.000    0.000    0.000 ticker.py:542(_format_maybe_minus_and_locale)
      482    0.000    0.000    0.000    0.000 artist.py:828(get_visible)
  181/103    0.000    0.000    0.000    0.000 typing.py:1016(__hash__)
        1    0.000    0.000    0.005    0.005 socket.py:1(<module>)
        1    0.000    0.000    0.000    0.000 colordict.py:1(<module>)
        1    0.000    0.000    0.031    0.031 mock.py:1(<module>)
        1    0.000    0.000    0.000    0.000 quoprimime.py:55(<listcomp>)
      491    0.000    0.000    0.000    0.000 font_manager.py:775(get_size_in_points)
      208    0.000    0.000    0.000    0.000 socket.py:78(<lambda>)
       30    0.000    0.000    0.000    0.000 getlimits.py:41(<lambda>)
        4    0.000    0.000    0.005    0.001 version.py:1(<module>)
       33    0.000    0.000    0.000    0.000 enum.py:561(_check_for_existing_members)
       51    0.000    0.000    0.001    0.000 transforms.py:813(from_bounds)
       12    0.000    0.000    0.003    0.000 enum.py:528(_convert_)
        1    0.000    0.000    0.006    0.006 linalg.py:1(<module>)
        1    0.000    0.000    0.000    0.000 win32.py:102(GetConsoleScreenBufferInfo)
        4    0.000    0.000    1.721    0.430 layers.py:66(save_weights)
       19    0.000    0.000    0.000    0.000 contextlib.py:76(inner)
       78    0.000    0.000    0.001    0.000 backend_bases.py:658(new_gc)
       16    0.000    0.000    0.000    0.000 axis.py:1633(set_major_locator)
       64    0.000    0.000    0.000    0.000 zipfile.py:682(_get_compressor)
        1    0.000    0.000    0.001    0.001 _base.py:541(_AxesBase)
       34    0.000    0.000    0.005    0.000 patches.py:276(get_transform)
        2    0.000    0.000    0.001    0.000 _base.py:2955(_update_title_position)
        1    0.000    0.000    0.000    0.000 __init__.py:4606(<listcomp>)
      129    0.000    0.000    0.000    0.000 core.py:1663(set_whitespace_chars)
       48    0.000    0.000    0.000    0.000 inspect.py:2694(replace)
        1    0.000    0.000    0.003    0.003 scimath.py:1(<module>)
      210    0.000    0.000    0.000    0.000 socket.py:88(<lambda>)
      199    0.000    0.000    0.000    0.000 format.py:613(<genexpr>)
      181    0.000    0.000    0.000    0.000 __init__.py:876(<listcomp>)
       78    0.000    0.000    0.000    0.000 artist.py:886(_set_gc_clip)
       16    0.000    0.000    0.000    0.000 axis.py:1326(_get_tick_label_size)
      108    0.000    0.000    0.104    0.001 re.py:249(compile)
        1    0.000    0.000    0.005    0.005 ssl.py:1(<module>)
      304    0.000    0.000    0.000    0.000 _base.py:769(<genexpr>)
        8    0.000    0.000    0.000    0.000 ntpath.py:463(normpath)
        1    0.000    0.000    0.029    0.029 colors.py:1(<module>)
       72    0.000    0.000    0.001    0.000 fromnumeric.py:198(reshape)
       93    0.000    0.000    0.000    0.000 exceptions.py:24(__init__)
        1    0.000    0.000    0.000    0.000 ctypeslib.py:365(<dictcomp>)
       82    0.000    0.000    0.000    0.000 core.py:2207(__init__)
       40    0.000    0.000    0.001    0.000 legend.py:985(_get_anchored_bbox)
      209    0.000    0.000    0.000    0.000 socket.py:83(<lambda>)
      211    0.000    0.000    0.000    0.000 socket.py:93(<lambda>)
       48    0.000    0.000    0.000    0.000 transforms.py:341(ymax)
       79    0.000    0.000    0.000    0.000 {method 'astype' of 'numpy.ndarray' objects}
    24/12    0.000    0.000    0.001    0.000 core.py:4010(parseImpl)
       36    0.000    0.000    0.001    0.000 lines.py:1135(set_marker)
      763    0.000    0.000    0.000    0.000 {built-in method builtins.globals}
        1    0.000    0.000    0.007    0.007 font_manager.py:1(<module>)
       90    0.000    0.000    0.000    0.000 string.py:87(__init__)
       84    0.000    0.000    0.000    0.000 axis.py:1495(convert_units)
        3    0.000    0.000    0.002    0.001 polynomial.py:1(<module>)
       95    0.000    0.000    0.001    0.000 font_manager.py:721(__eq__)
      143    0.000    0.000    0.000    0.000 text.py:1160(set_y)
        2    0.000    0.000    0.000    0.000 {built-in method nt.mkdir}
       65    0.000    0.000    0.000    0.000 lines.py:31(_get_dash_pattern)
        4    0.000    0.000    0.015    0.004 layers.py:46(to_cpu)
       58    0.000    0.000    0.000    0.000 lines.py:1291(set_dash_joinstyle)
        1    0.000    0.000    0.002    0.002 hmac.py:1(<module>)
